Event,Subject,Gender,Author Gender,Story Genre
advocate,she,F,Female,Fiction
know,she,F,Female,Fiction
betray,she,F,Female,Fiction
give,she,F,Female,Fiction
conceive,she,F,Female,Fiction
push,her,F,Female,Fiction
happen,she,F,Female,Fiction
order,her,F,Female,Fiction
order,her,F,Female,Fiction
treat,her,F,Female,Fiction
go,he,M,Female,Fiction
marry,her,F,Female,Fiction
suit,him,M,Female,Fiction
give,he,M,Female,Fiction
give,her,F,Female,Fiction
charm,she,F,Female,Fiction
charm,him,M,Female,Fiction
manage,she,F,Female,Fiction
yield,he,M,Female,Fiction
wish,she,F,Female,Fiction
fail,she,F,Female,Fiction
succeed,she,F,Female,Fiction
influence,she,F,Female,Fiction
influence,him,M,Female,Fiction
nee,she,F,Female,Fiction
accost,him,M,Female,Fiction
ask,he,M,Female,Fiction
address,him,M,Female,Fiction
manage,she,F,Female,Fiction
please,him,M,Female,Fiction
manage,she,F,Female,Fiction
blame,him,M,Female,Fiction
look,she,F,Female,Fiction
summon,he,M,Female,Fiction
draw,her,F,Female,Fiction
possess,him,M,Female,Fiction
ride,he,M,Female,Fiction
go,he,M,Female,Fiction
do,he,M,Female,Fiction
say,she,F,Female,Fiction
approach,she,F,Female,Fiction
observe,she,F,Female,Fiction
curl,she,F,Female,Fiction
curl,she,F,Female,Fiction
cast,she,F,Female,Fiction
bow,he,M,Female,Fiction
say,he,M,Female,Fiction
return,he,M,Female,Fiction
see,him,M,Female,Fiction
seem,he,M,Female,Fiction
give,him,M,Female,Fiction
repel,he,M,Female,Fiction
occupy,he,M,Female,Fiction
compare,him,M,Female,Fiction
speak,he,M,Female,Fiction
call,him,M,Female,Fiction
adore,she,F,Female,Fiction
adore,him,M,Female,Fiction
cry,he,M,Female,Fiction
come,he,M,Female,Fiction
sit,he,M,Female,Fiction
speak,he,M,Female,Fiction
tell,her,F,Female,Fiction
put,she,F,Female,Fiction
take,she,F,Female,Fiction
send,her,F,Female,Fiction
continuedladie,he,M,Female,Fiction
see,her,F,Female,Fiction
dismiss,her,F,Female,Fiction
persuade,her,F,Female,Fiction
entreat,her,F,Female,Fiction
take,she,F,Female,Fiction
stir,her,F,Female,Fiction
get,she,F,Female,Fiction
want,she,F,Female,Fiction
say,she,F,Female,Fiction
swear,she,F,Female,Fiction
must,she,F,Female,Fiction
inquire,she,F,Female,Fiction
s,she,F,Female,Fiction
turn,she,F,Female,Fiction
sit,she,F,Female,Fiction
look,she,F,Female,Fiction
say,he,M,Female,Fiction
come,she,F,Female,Fiction
say,he,M,Female,Fiction
say,she,F,Female,Fiction
show,her,F,Female,Fiction
consult,her,F,Female,Fiction
encroach,she,F,Female,Fiction
show,her,F,Female,Fiction
look,she,F,Female,Fiction
s,she,F,Female,Fiction
reappear,he,M,Female,Fiction
wish,she,F,Female,Fiction
say,she,F,Female,Fiction
add,he,M,Female,Fiction
say,she,F,Female,Fiction
sweep,she,F,Female,Fiction
enter,her,F,Female,Fiction
feel,she,F,Female,Fiction
dare,she,F,Female,Fiction
laugh,she,F,Female,Fiction
take,she,F,Female,Fiction
meet,her,F,Female,Fiction
meet,she,F,Female,Fiction
look,she,F,Female,Fiction
walk,she,F,Female,Fiction
say,she,F,Female,Fiction
practise,she,F,Female,Fiction
threaten,he,M,Female,Fiction
watch,her,F,Female,Fiction
turn,she,F,Female,Fiction
hear,she,F,Female,Fiction
attach,she,F,Female,Fiction
make,her,F,Female,Fiction
tell,she,F,Female,Fiction
know,she,F,Female,Fiction
tell,she,F,Female,Fiction
divine,she,F,Female,Fiction
like,she,F,Female,Fiction
swear,she,F,Female,Fiction
go,she,F,Female,Fiction
see,she,F,Female,Fiction
tell,her,F,Female,Fiction
frighten,she,F,Female,Fiction
werewa,she,F,Female,Fiction
bend,she,F,Female,Fiction
mutter,she,F,Female,Fiction
read,she,F,Female,Fiction
desist,she,F,Female,Fiction
wish,she,F,Female,Fiction
shut,she,F,Female,Fiction
raise,she,F,Female,Fiction
say,she,F,Female,Fiction
draw,she,F,Female,Fiction
raise,she,F,Female,Fiction
put,she,F,Female,Fiction
give,her,F,Female,Fiction
put,she,F,Female,Fiction
take,she,F,Female,Fiction
tell,she,F,Female,Fiction
approach,she,F,Female,Fiction
say,she,F,Female,Fiction
continue,she,F,Female,Fiction
obey,her,F,Female,Fiction
stir,she,F,Female,Fiction
sit,she,F,Female,Fiction
say,she,F,Female,Fiction
examine,she,F,Female,Fiction
s,she,F,Female,Fiction
go,he,M,Female,Fiction
exclude,him,M,Female,Fiction
repeat,she,F,Female,Fiction
give,him,M,Female,Fiction
marry,him,M,Female,Fiction
love,he,M,Female,Fiction
love,she,F,Female,Fiction
love,him,M,Female,Fiction
consider,she,F,Female,Fiction
tell,her,F,Female,Fiction
look,her,F,Female,Fiction
lay,she,F,Female,Fiction
stoop,she,F,Female,Fiction
begin,she,F,Female,Fiction
let,she,F,Female,Fiction
hurry,her,F,Female,Fiction
draw,she,F,Female,Fiction
consider,her,F,Female,Fiction
say,he,M,Female,Fiction
go,he,M,Female,Fiction
say,he,M,Female,Fiction
know,he,M,Female,Fiction
take,he,M,Female,Fiction
give,he,M,Female,Fiction
come,he,M,Female,Fiction
take,he,M,Female,Fiction
give,he,M,Female,Fiction
say,he,M,Female,Fiction
reiterate,he,M,Female,Fiction
go,he,M,Female,Fiction
seem,he,M,Female,Fiction
do,he,M,Female,Fiction
stagger,he,M,Female,Fiction
sit,he,M,Female,Fiction
chafe,he,M,Female,Fiction
wish,he,M,Female,Fiction
do,he,M,Female,Fiction
choose,he,M,Female,Fiction
think,she,F,Female,Fiction
look,he,M,Female,Fiction
take,he,M,Female,Fiction
say,he,M,Female,Fiction
swallow,he,M,Female,Fiction
laugh,he,M,Female,Fiction
smile,he,M,Female,Fiction
show,him,M,Female,Fiction
show,him,M,Female,Fiction
precede,him,M,Female,Fiction
usher,him,M,Female,Fiction
say,him,M,Female,Fiction
speak,he,M,Female,Fiction
find,him,M,Female,Fiction
descend,he,M,Female,Fiction
seize,she,F,Female,Fiction
say,she,F,Female,Fiction
reply,he,M,Female,Fiction
cry,he,M,Female,Fiction
look,he,M,Female,Fiction
add,he,M,Female,Fiction
s,she,F,Female,Fiction
construe,she,F,Female,Fiction
look,she,F,Female,Fiction
contrive,he,M,Female,Fiction
say,he,M,Female,Fiction
glide,he,M,Female,Fiction
ask,he,M,Female,Fiction
wait,he,M,Female,Fiction
hold,he,M,Female,Fiction
put,he,M,Female,Fiction
pause,he,M,Female,Fiction
answer,him,M,Female,Fiction
say,he,M,Female,Fiction
turn,he,M,Female,Fiction
go,he,M,Female,Fiction
make,he,M,Female,Fiction
come,he,M,Female,Fiction
say,he,M,Female,Fiction
fetch,he,M,Female,Fiction
say,he,M,Female,Fiction
take,he,M,Female,Fiction
ask,he,M,Female,Fiction
groan,he,M,Female,Fiction
sponge,he,M,Female,Fiction
continue,he,M,Female,Fiction
feel,he,M,Female,Fiction
look,he,M,Female,Fiction
move,he,M,Female,Fiction
paralyse,him,M,Female,Fiction
do,he,M,Female,Fiction
watch,he,M,Female,Fiction
leave,he,M,Female,Fiction
become,he,M,Female,Fiction
seek,him,M,Female,Fiction
assign,him,M,Female,Fiction
bring,him,M,Female,Fiction
do,him,M,Female,Fiction
submit,he,M,Female,Fiction
smother,he,M,Female,Fiction
hear,he,M,Female,Fiction
whisper,he,M,Female,Fiction
rest,he,M,Female,Fiction
come,he,M,Female,Fiction
come,he,M,Female,Fiction
offer,him,M,Female,Fiction
moan,he,M,Female,Fiction
die,he,M,Female,Fiction
say,he,M,Female,Fiction
could,he,M,Female,Fiction
approach,he,M,Female,Fiction
ask,he,M,Female,Fiction
do,she,F,Female,Fiction
assure,him,M,Female,Fiction
bleed,he,M,Female,Fiction
bite,she,F,Female,Fiction
murmur,he,M,Female,Fiction
worry,she,F,Female,Fiction
add,he,M,Female,Fiction
look,she,F,Female,Fiction
have,she,F,Female,Fiction
suck,she,F,Female,Fiction
say,she,F,Female,Fiction
say,he,M,Female,Fiction
turn,he,M,Female,Fiction
mention,he,M,Female,Fiction
go,he,M,Female,Fiction
help,him,M,Female,Fiction
hold,he,M,Female,Fiction
measure,he,M,Female,Fiction
look,he,M,Female,Fiction
sit,him,M,Female,Fiction
swallow,he,M,Female,Fiction
take,he,M,Female,Fiction
saidtry,he,M,Female,Fiction
take,him,M,Female,Fiction
tell,him,M,Female,Fiction
approach,him,M,Female,Fiction
nod,he,M,Female,Fiction
assist,him,M,Female,Fiction
keep,him,M,Female,Fiction
get,he,M,Female,Fiction
take,her,F,Female,Fiction
treat,her,F,Female,Fiction
stop,her,F,Female,Fiction
stop,he,M,Female,Fiction
shut,he,M,Female,Fiction
close,he,M,Female,Fiction
move,he,M,Female,Fiction
do,he,M,Female,Fiction
call,him,M,Female,Fiction
open,he,M,Female,Fiction
say,he,M,Female,Fiction
answer,he,M,Female,Fiction
point,he,M,Female,Fiction
stray,he,M,Female,Fiction
gather,he,M,Female,Fiction
stay,she,F,Female,Fiction
set,he,M,Female,Fiction
hurt,he,M,Female,Fiction
tell,him,M,Female,Fiction
know,him,M,Female,Fiction
show,him,M,Female,Fiction
take,he,M,Female,Fiction
give,him,M,Female,Fiction
keep,him,M,Female,Fiction
serve,sir,M,Female,Fiction
say,he,M,Female,Fiction
answer,him,M,Female,Fiction
pause,he,M,Female,Fiction
answer,sir,M,Female,Fiction
look,him,M,Female,Fiction
pause,he,M,Female,Fiction
look,he,M,Female,Fiction
say,he,M,Female,Fiction
marry,her,F,Female,Fiction
regenerate,she,F,Female,Fiction
get,he,M,Female,Fiction
come,he,M,Female,Fiction
hum,he,M,Female,Fiction
stop,he,M,Female,Fiction
see,her,F,Female,Fiction
know,her,F,Female,Fiction
s,she,F,Female,Fiction
go,he,M,Female,Fiction
hear,him,M,Female,Fiction
go,he,M,Female,Fiction
see,him,M,Female,Fiction
dream,she,F,Female,Fiction
dress,he,M,Female,Fiction
hold,he,M,Female,Fiction
remember,miss,F,Female,Fiction
say,he,M,Female,Fiction
bring,she,F,Female,Fiction
look,he,M,Female,Fiction
give,he,M,Female,Fiction
do,he,M,Female,Fiction
ruin,he,M,Female,Fiction
get,he,M,Female,Fiction
help,him,M,Female,Fiction
return,he,M,Female,Fiction
live,he,M,Female,Fiction
fool,him,M,Female,Fiction
come,he,M,Female,Fiction
go,he,M,Female,Fiction
die,he,M,Female,Fiction
kill,he,M,Female,Fiction
get,she,F,Female,Fiction
break,her,F,Female,Fiction
seem,she,F,Female,Fiction
appear,she,F,Female,Fiction
want,she,F,Female,Fiction
pronounce,she,F,Female,Fiction
make,she,F,Female,Fiction
tell,she,F,Female,Fiction
direct,him,M,Female,Fiction
recommend,him,M,Female,Fiction
see,she,F,Female,Fiction
believe,she,F,Female,Fiction
play,he,M,Female,Fiction
stand,he,M,Female,Fiction
turn,she,F,Female,Fiction
make,she,F,Female,Fiction
wear,she,F,Female,Fiction
inquire,she,F,Female,Fiction
make,he,M,Female,Fiction
say,he,M,Female,Fiction
rest,he,M,Female,Fiction
shut,he,M,Female,Fiction
live,she,F,Female,Fiction
see,her,F,Female,Fiction
know,her,F,Female,Fiction
dislike,she,F,Female,Fiction
say,he,M,Female,Fiction
ruin,he,M,Female,Fiction
reach,her,F,Female,Fiction
cast,she,F,Female,Fiction
send,she,F,Female,Fiction
live,he,M,Female,Fiction
ask,he,M,Female,Fiction
take,he,M,Female,Fiction
amuse,him,M,Female,Fiction
produce,he,M,Female,Fiction
offer,he,M,Female,Fiction
owe,he,M,Female,Fiction
tell,him,M,Female,Fiction
scowl,he,M,Female,Fiction
say,he,M,Female,Fiction
exclaim,he,M,Female,Fiction
look,he,M,Female,Fiction
growl,he,M,Female,Fiction
refuse,he,M,Female,Fiction
go,he,M,Female,Fiction
bolt,he,M,Female,Fiction
see,him,M,Female,Fiction
rise,he,M,Female,Fiction
kiss,her,F,Female,Fiction
linger,she,F,Female,Fiction
think,he,M,Female,Fiction
recover,she,F,Female,Fiction
mention,she,F,Female,Fiction
talk,she,F,Female,Fiction
sleep,she,F,Female,Fiction
lie,she,F,Female,Fiction
welcome,him,M,Female,Fiction
insist,she,F,Female,Fiction
say,she,F,Female,Fiction
undress,her,F,Female,Fiction
use,she,F,Female,Fiction
desire,she,F,Female,Fiction
say,she,F,Female,Fiction
place,she,F,Female,Fiction
use,she,F,Female,Fiction
obey,her,F,Female,Fiction
want,she,F,Female,Fiction
tell,her,F,Female,Fiction
like,him,M,Female,Fiction
tell,her,F,Female,Fiction
treat,he,M,Female,Fiction
relish,she,F,Female,Fiction
precede,she,F,Female,Fiction
stand,he,M,Female,Fiction
sit,she,F,Female,Fiction
see,her,F,Female,Fiction
tell,her,F,Female,Fiction
open,she,F,Female,Fiction
ask,her,F,Female,Fiction
despatch,her,F,Female,Fiction
ask,her,F,Female,Fiction
tell,her,F,Female,Fiction
say,she,F,Female,Fiction
tell,her,F,Female,Fiction
know,she,F,Female,Fiction
reed,mrs.,F,Female,Fiction
kiss,her,F,Female,Fiction
look,she,F,Female,Fiction
say,she,F,Female,Fiction
press,she,F,Female,Fiction
remark,she,F,Female,Fiction
regard,she,F,Female,Fiction
resolve,she,F,Female,Fiction
give,her,F,Female,Fiction
draw,she,F,Female,Fiction
round,her,F,Female,Fiction
annoy,she,F,Female,Fiction
cause,she,F,Female,Fiction
talk,she,F,Female,Fiction
die,she,F,Female,Fiction
die,she,F,Female,Fiction
hate,her,F,Female,Fiction
oppose,he,M,Female,Fiction
disown,her,F,Female,Fiction
make,she,F,Female,Fiction
weep,he,M,Female,Fiction
send,he,M,Female,Fiction
entreat,him,M,Female,Fiction
use,he,M,Female,Fiction
notice,he,M,Female,Fiction
try,he,M,Female,Fiction
die,he,M,Female,Fiction
bind,he,M,Female,Fiction
cease,he,M,Female,Fiction
give,him,M,Female,Fiction
beset,he,M,Female,Fiction
see,him,M,Female,Fiction
get,she,F,Female,Fiction
leave,her,F,Female,Fiction
talk,she,F,Female,Fiction
threaten,he,M,Female,Fiction
lay,him,M,Female,Fiction
persuade,her,F,Female,Fiction
succeed,she,F,Female,Fiction
leave,her,F,Female,Fiction
continue,she,F,Female,Fiction
excite,her,F,Female,Fiction
please,her,F,Female,Fiction
call,she,F,Female,Fiction
put,her,F,Female,Fiction
propose,she,F,Female,Fiction
favour,she,F,Female,Fiction
spend,she,F,Female,Fiction
receive,she,F,Female,Fiction
make,she,F,Female,Fiction
advert,she,F,Female,Fiction
pass,she,F,Female,Fiction
seem,she,F,Female,Fiction
call,her,F,Female,Fiction
occupy,she,F,Female,Fiction
divide,she,F,Female,Fiction
study,she,F,Female,Fiction
ask,her,F,Female,Fiction
say,she,F,Female,Fiction
give,she,F,Female,Fiction
inform,she,F,Female,Fiction
devote,she,F,Female,Fiction
seem,she,F,Female,Fiction
annoy,her,F,Female,Fiction
force,her,F,Female,Fiction
tell,she,F,Female,Fiction
say,she,F,Female,Fiction
take,she,F,Female,Fiction
remark,she,F,Female,Fiction
recover,she,F,Female,Fiction
accompany,her,F,Female,Fiction
burden,she,F,Female,Fiction
take,hers,F,Female,Fiction
send,her,F,Female,Fiction
say,she,F,Female,Fiction
mean,she,F,Female,Fiction
refer,she,F,Female,Fiction
put,she,F,Female,Fiction
take,she,F,Female,Fiction
take,her,F,Female,Fiction
burden,her,F,Female,Fiction
close,she,F,Female,Fiction
consider,she,F,Female,Fiction
go,she,F,Female,Fiction
pay,her,F,Female,Fiction
could,she,F,Female,Fiction
lie,she,F,Female,Fiction
revive,she,F,Female,Fiction
repeat,aunt,F,Female,Fiction
repeat,she,F,Female,Fiction
say,she,F,Female,Fiction
assure,her,F,Female,Fiction
suppose,she,F,Female,Fiction
say,she,F,Female,Fiction
assure,her,F,Female,Fiction
stop,she,F,Female,Fiction
murmur,she,F,Female,Fiction
make,she,F,Female,Fiction
seem,she,F,Female,Fiction
tell,her,F,Female,Fiction
say,she,F,Female,Fiction
desire,her,F,Female,Fiction
adopt,her,F,Female,Fiction
bequeath,her,F,Female,Fiction
offer,her,F,Female,Fiction
require,she,F,Female,Fiction
heed,she,F,Female,Fiction
taste,she,F,Female,Fiction
go,she,F,Female,Fiction
die,she,F,Female,Fiction
feel,she,F,Female,Fiction
touch,she,F,Female,Fiction
say,she,F,Female,Fiction
oppress,her,F,Female,Fiction
raise,her,F,Female,Fiction
support,her,F,Female,Fiction
make,her,F,Female,Fiction
hate,she,F,Female,Fiction
hate,she,F,Female,Fiction
give,she,F,Female,Fiction
relapse,she,F,Female,Fiction
die,she,F,Female,Fiction
go,she,F,Female,Fiction
observe,she,F,Female,Fiction
live,she,F,Female,Fiction
turn,she,F,Female,Fiction
dread,she,F,Female,Fiction
get,she,F,Female,Fiction
idle,she,F,Female,Fiction
say,she,F,Female,Fiction
stay,she,F,Female,Fiction
wish,she,F,Female,Fiction
tell,she,F,Female,Fiction
add,she,F,Female,Fiction
continue,she,F,Female,Fiction
dissuade,her,F,Female,Fiction
say,she,F,Female,Fiction
say,she,F,Female,Fiction
pass,she,F,Female,Fiction
endow,she,F,Female,Fiction
expect,he,M,Female,Fiction
go,he,M,Female,Fiction
talk,he,M,Female,Fiction
say,she,F,Female,Fiction
see,she,F,Female,Fiction
doubt,she,F,Female,Fiction
close,her,F,Female,Fiction
think,he,M,Female,Fiction
look,he,M,Female,Fiction
write,he,M,Female,Fiction
see,him,M,Female,Fiction
see,he,M,Female,Fiction
cry,he,M,Female,Fiction
put,he,M,Female,Fiction
come,she,F,Female,Fiction
meet,she,F,Female,Fiction
add,he,M,Female,Fiction
pause,he,M,Female,Fiction
scatter,he,M,Female,Fiction
forget,him,M,Female,Fiction
speak,he,M,Female,Fiction
leave,he,M,Female,Fiction
inform,she,F,Female,Fiction
know,sir,M,Female,Fiction
look,she,F,Female,Fiction
take,he,M,Female,Fiction
smile,he,M,Female,Fiction
use,he,M,Female,Fiction
seem,he,M,Female,Fiction
make,he,M,Female,Fiction
obey,him,M,Female,Fiction
leave,him,M,Female,Fiction
overtake,he,M,Female,Fiction
try,he,M,Female,Fiction
see,she,F,Female,Fiction
say,he,M,Female,Fiction
suppose,he,M,Female,Fiction
get,she,F,Female,Fiction
see,he,M,Female,Fiction
keep,he,M,Female,Fiction
hear,she,F,Female,Fiction
say,she,F,Female,Fiction
put,she,F,Female,Fiction
go,he,M,Female,Fiction
answer,he,M,Female,Fiction
answer,her,F,Female,Fiction
tell,she,F,Female,Fiction
become,he,M,Female,Fiction
call,he,M,Female,Fiction
love,him,M,Female,Fiction
leave,her,F,Female,Fiction
stay,he,M,Female,Fiction
return,he,M,Female,Fiction
come,he,M,Female,Fiction
see,he,M,Female,Fiction
stroll,he,M,Female,Fiction
see,he,M,Female,Fiction
occupy,he,M,Female,Fiction
stand,he,M,Female,Fiction
engage,him,M,Female,Fiction
say,he,M,Female,Fiction
approach,him,M,Female,Fiction
say,he,M,Female,Fiction
remind,he,M,Female,Fiction
fly,he,M,Female,Fiction
say,he,M,Female,Fiction
leave,him,M,Female,Fiction
look,he,M,Female,Fiction
recommence,he,M,Female,Fiction
say,he,M,Female,Fiction
continue,he,M,Female,Fiction
s,she,F,Female,Fiction
render,he,M,Female,Fiction
render,her,F,Female,Fiction
seat,he,M,Female,Fiction
say,he,M,Female,Fiction
ask,he,M,Female,Fiction
set,he,M,Female,Fiction
add,he,M,Female,Fiction
rejoin,sir,M,Female,Fiction
say,he,M,Female,Fiction
speak,he,M,Female,Fiction
speak,he,M,Female,Fiction
mock,he,M,Female,Fiction
rise,he,M,Female,Fiction
say,he,M,Female,Fiction
ask,he,M,Female,Fiction
reach,her,F,Female,Fiction
exclaim,he,M,Female,Fiction
ejaculate,he,M,Female,Fiction
marry,sir,M,Female,Fiction
say,he,M,Female,Fiction
subjoin,he,M,Female,Fiction
hold,her,F,Female,Fiction
say,he,M,Female,Fiction
love,him,M,Female,Fiction
say,he,M,Female,Fiction
murmur,he,M,Female,Fiction
solace,her,F,Female,Fiction
hurry,he,M,Female,Fiction
take,he,M,Female,Fiction
observe,her,F,Female,Fiction
kiss,he,M,Female,Fiction
misconstrue,she,F,Female,Fiction
see,she,F,Female,Fiction
renew,him,M,Female,Fiction
undeceive,her,F,Female,Fiction
must,she,F,Female,Fiction
leave,she,F,Female,Fiction
stand,he,M,Female,Fiction
say,he,M,Female,Fiction
add,he,M,Female,Fiction
marry,her,F,Female,Fiction
go,he,M,Female,Fiction
adopt,he,M,Female,Fiction
delude,he,M,Female,Fiction
pursue,he,M,Female,Fiction
see,she,F,Female,Fiction
taste,she,F,Female,Fiction
learn,she,F,Female,Fiction
traveland,sir,M,Female,Fiction
say,he,M,Female,Fiction
think,sir,M,Female,Fiction
look,he,M,Female,Fiction
say,he,M,Female,Fiction
unknit,he,M,Female,Fiction
continue,he,M,Female,Fiction
feel,she,F,Female,Fiction
desert,she,F,Female,Fiction
love,him,M,Female,Fiction
say,he,M,Female,Fiction
see,she,F,Female,Fiction
give,her,F,Female,Fiction
see,her,F,Female,Fiction
reply,he,M,Female,Fiction
think,she,F,Female,Fiction
think,she,F,Female,Fiction
rouse,she,F,Female,Fiction
make,she,F,Female,Fiction
put,she,F,Female,Fiction
begin,she,F,Female,Fiction
call,him,M,Female,Fiction
use,he,M,Female,Fiction
marry,him,M,Female,Fiction
come,he,M,Female,Fiction
say,he,M,Female,Fiction
believe,he,M,Female,Fiction
believe,him,M,Female,Fiction
accept,him,M,Female,Fiction
look,she,F,Female,Fiction
call,he,M,Female,Fiction
mean,he,M,Female,Fiction
tell,he,M,Female,Fiction
survey,she,F,Female,Fiction
continue,she,F,Female,Fiction
go,he,M,Female,Fiction
ask,she,F,Female,Fiction
say,she,F,Female,Fiction
cry,she,F,Female,Fiction
beg,him,M,Female,Fiction
follow,him,M,Female,Fiction
may,she,F,Female,Fiction
tell,her,F,Female,Fiction
go,her,F,Female,Fiction
obey,him,M,Female,Fiction
help,he,M,Female,Fiction
look,he,M,Female,Fiction
ask,he,M,Female,Fiction
leave,she,F,Female,Fiction
go,she,F,Female,Fiction
cry,he,M,Female,Fiction
obey,she,F,Female,Fiction
obey,him,M,Female,Fiction
may,she,F,Female,Fiction
say,he,M,Female,Fiction
stow,she,F,Female,Fiction
peep,she,F,Female,Fiction
dare,she,F,Female,Fiction
come,her,F,Female,Fiction
trouble,she,F,Female,Fiction
hand,he,M,Female,Fiction
hand,her,F,Female,Fiction
send,her,F,Female,Fiction
say,he,M,Female,Fiction
smile,he,M,Female,Fiction
